OH, Debt collection, 1114238, Cont'd attempts collect debt not owed, 
OH, Credit card, 1034521, Other, 
OH, Mortgage, 1034562, Settlement process and costs, 
OH, Credit card, 1034652, Late fee, 
OH, Mortgage, 1034697, Credit decision / Underwriting, 
OH, Consumer loan, 1034881, Managing the loan or lease, 
OH, Bank account or service, 1035164, Deposits and withdrawals, 
OH, Debt collection, 1035294, Cont'd attempts collect debt not owed, 
OH, Bank account or service, 1035332, Deposits and withdrawals, 
OH, Credit reporting, 1033354, Incorrect information on credit report, 
OH, Credit reporting, 1033353, Incorrect information on credit report, 
OH, Payday loan, 1034083, Charged fees or interest I didn't expect, 
OH, Debt collection, 1032505, Cont'd attempts collect debt not owed, 
OH, Credit card, 1032431, Billing disputes, 
OH, Credit card, 1032506, Billing disputes, 
OH, Money transfers, 1032559, Other service issues, 
OH, Credit card, 1033355, Delinquent account, 
OH, Student loan, 1030089, Can't repay my loan, 
OH, Debt collection, 1030544, False statements or representation, 
OH, Credit card, 1031172, Payoff process, 
OH, Credit card, 1031363, Billing disputes, 
OH, Credit reporting, 1031409, Incorrect information on credit report, 
OH, Debt collection, 1031512, Improper contact or sharing of info, 
OH, Consumer loan, 1031562, Managing the loan or lease, 
OH, Credit reporting, 1031643, Incorrect information on credit report, 
OH, Credit reporting, 1031642, Incorrect information on credit report, 
OH, Credit reporting, 1031644, Incorrect information on credit report, 
OH, Debt collection, 1032094, Cont'd attempts collect debt not owed, 
OH, Credit reporting, 1028341, Incorrect information on credit report, 
OH, Credit reporting, 1028342, Incorrect information on credit report, 
OH, Debt collection, 1028802, Cont'd attempts collect debt not owed, 
OH, Credit card, 1028562, Other, 
OH, Credit card, 1028943, Late fee, 
OH, Credit reporting, 1028817, Unable to get credit report/credit score, 
OH, Consumer loan, 1029124, Managing the loan or lease, 
OH, Credit card, 1029037, Closing/Cancelling account, 
OH, Consumer loan, 1029661, Problems when you are unable to pay, 
OH, Credit reporting, 1029705, Unable to get credit report/credit score, 
OH, Bank account or service, 1029758, Problems caused by my funds being low, 
OH, Credit card, 1029739, Customer service / Customer relations, 
OH, Credit card, 1029738, Customer service / Customer relations, 
OH, Bank account or service, 1029759, Deposits and withdrawals, 
OH, Credit reporting, 1028206, Incorrect information on credit report, 
OH, Credit reporting, 1028202, Unable to get credit report/credit score, 
OH, Credit reporting, 1027992, Incorrect information on credit report, 
OH, Credit reporting, 1028068, Credit reporting company's investigation, 
OH, Credit reporting, 1028064, Incorrect information on credit report, 
OH, Credit reporting, 1028063, Incorrect information on credit report, 
OH, Credit card, 1027708, Closing/Cancelling account, 
OH, Consumer loan, 1027715, Taking out the loan or lease, 
OH, Debt collection, 1026662, Cont'd attempts collect debt not owed, 
OH, Payday loan, 1027156, Can't contact lender, 
OH, Student loan, 1026439, Can't repay my loan, 
OH, Student loan, 1027654, Dealing with my lender or servicer, 
OH, Credit card, 1027681, APR or interest rate, 
OH, Credit reporting, 1025801, Unable to get credit report/credit score, 
OH, Credit reporting, 1025802, Unable to get credit report/credit score, 
OH, Consumer loan, 1026387, Taking out the loan or lease, 
OH, Debt collection, 1024477, Taking/threatening an illegal action, 
OH, Debt collection, 1024478, Taking/threatening an illegal action, 
OH, Credit card, 1024537, APR or interest rate, 
OH, Student loan, 1024785, Can't repay my loan, 
OH, Credit card, 1024933, Other fee, 
OH, Credit reporting, 1025088, Incorrect information on credit report, 
OH, Debt collection, 1025089, Disclosure verification of debt, 
OH, Credit reporting, 1025463, Incorrect information on credit report, 
OH, Credit reporting, 1023886, Improper use of my credit report, 
OH, Payday loan, 1025367, Received a loan I didn't apply for, 
OH, Bank account or service, 1025420, Deposits and withdrawals, 
OH, Credit reporting, 1022075, Credit monitoring or identity protection, 
OH, Credit card, 1022080, Payoff process, 
OH, Bank account or service, 1022193, Using a debit or ATM card, 
OH, Debt collection, 1022036, Disclosure verification of debt, 
OH, Credit reporting, 1021895, Credit reporting company's investigation, 
OH, Credit reporting, 1021896, Credit reporting company's investigation, 
OH, Debt collection, 1023966, Disclosure verification of debt, 
OH, Credit card, 1023974, Balance transfer, 
OH, Credit reporting, 1021243, Unable to get credit report/credit score, 
OH, Debt collection, 1021204, Communication tactics, 
OH, Credit reporting, 1021242, Unable to get credit report/credit score, 
OH, Credit card, 1020170, Forbearance / Workout plans, 
OH, Credit card, 1020167, Delinquent account, 
OH, Credit card, 1020204, Customer service / Customer relations, 
OH, Mortgage, 1020222, Credit decision / Underwriting, 
OH, Credit card, 1021283, Other, 
OH, Debt collection, 1021392, Cont'd attempts collect debt not owed, 
OH, Credit reporting, 1021394, Incorrect information on credit report, 
OH, Credit reporting, 1020747, Unable to get credit report/credit score, 
OH, Consumer loan, 1021518, Taking out the loan or lease, 
OH, Credit reporting, 1021961, Incorrect information on credit report, 
OH, Debt collection, 1021304, Cont'd attempts collect debt not owed, 
OH, Student loan, 1020978, Can't repay my loan, 
OH, Debt collection, 1020965, Communication tactics, 
OH, Debt collection, 1019044, Communication tactics, 
OH, Consumer loan, 1019170, Managing the loan or lease, 
OH, Debt collection, 1019294, Communication tactics, 
OH, Bank account or service, 1019319, Deposits and withdrawals, 
OH, Debt collection, 1019396, Taking/threatening an illegal action, 
OH, Bank account or service, 1019880, Problems caused by my funds being low, 
OH, Bank account or service, 1017978, Problems caused by my funds being low, 
OH, Credit card, 1018056, Other fee, 
OH, Credit card, 1018108, Closing/Cancelling account, 
OH, Money transfers, 1018299, Fraud or scam, 
OH, Credit reporting, 1018276, Incorrect information on credit report, 
OH, Payday loan, 1018281, Charged fees or interest I didn't expect, 
OH, Debt collection, 1018750, False statements or representation, 
OH, Mortgage, 1018846, Settlement process and costs, 
OH, Student loan, 1018870, Can't repay my loan, 
OH, Debt collection, 1017796, Communication tactics, 
OH, Debt collection, 1017897, Communication tactics, 
OH, Debt collection, 1017321, Taking/threatening an illegal action, 
OH, Debt collection, 1017444, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1017443, False statements or representation, 
OH, Debt collection, 1017442, False statements or representation, 
OH, Student loan, 1017499, Dealing with my lender or servicer, 
OH, Student loan, 1017535, Dealing with my lender or servicer, 
OH, Credit reporting, 1017600, Incorrect information on credit report, 
OH, Credit reporting, 1017314, Incorrect information on credit report, 
OH, Debt collection, 1015758, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1015759, Cont'd attempts collect debt not owed, 
OH, Credit card, 1015764, APR or interest rate, 
OH, Student loan, 1015864, Dealing with my lender or servicer, 
OH, Consumer loan, 1015992, Taking out the loan or lease, 
OH, Money transfers, 1016452, Money was not available when promised, 
OH, Bank account or service, 1016583, Problems caused by my funds being low, 
OH, Debt collection, 1016660, Taking/threatening an illegal action, 
OH, Debt collection, 1016641, False statements or representation, 
OH, Credit card, 1017007, Customer service / Customer relations, 
OH, Credit card, 1015031, Late fee, 
OH, Bank account or service, 1015094, Using a debit or ATM card, 
OH, Bank account or service, 1013514, Using a debit or ATM card, 
OH, Consumer loan, 1013727, Managing the loan or lease, 
OH, Payday loan, 1013951, Charged fees or interest I didn't expect, 
OH, Credit card, 1014165, Identity theft / Fraud / Embezzlement, 
OH, Debt collection, 1014216, Cont'd attempts collect debt not owed, 
OH, Credit card, 1017324, Balance transfer, 
OH, Debt collection, 1014382, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1014394, Communication tactics, 
OH, Mortgage, 1014404, Credit decision / Underwriting, 
OH, Debt collection, 1014443, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1014557, Cont'd attempts collect debt not owed, 
OH, Credit card, 1014558, Delinquent account, 
OH, Debt collection, 1014626, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1014621, Disclosure verification of debt, 
OH, Debt collection, 1014880, Improper contact or sharing of info, 
OH, Credit card, 1015291, Transaction issue, 
OH, Credit reporting, 1013106, Incorrect information on credit report, 
OH, Credit reporting, 1013095, Incorrect information on credit report, 
OH, Credit reporting, 1013107, Incorrect information on credit report, 
OH, Debt collection, 1011644, Improper contact or sharing of info, 
OH, Credit card, 1011817, Credit card protection / Debt protection, 
OH, Consumer loan, 1012148, Problems when you are unable to pay, 
OH, Credit reporting, 1015146, Credit reporting company's investigation, 
OH, Credit reporting, 1015145, Credit reporting company's investigation, 
OH, Credit reporting, 1015147, Credit reporting company's investigation, 
OH, Credit reporting, 1012275, Incorrect information on credit report, 
OH, Credit card, 1012889, Identity theft / Fraud / Embezzlement, 
OH, Debt collection, 1012580, Disclosure verification of debt, 
OH, Debt collection, 1012704, Communication tactics, 
OH, Debt collection, 1012786, False statements or representation, 
OH, Credit card, 1012804, Other, 
OH, Credit reporting, 1011060, Incorrect information on credit report, 
OH, Debt collection, 1010486, Taking/threatening an illegal action, 
OH, Debt collection, 1009748, Cont'd attempts collect debt not owed, 
OH, Credit card, 1009810, Late fee, 
OH, Debt collection, 1009916, Communication tactics, 
OH, Credit reporting, 1010734, Credit reporting company's investigation, 
OH, Credit reporting, 1010153, Incorrect information on credit report, 
OH, Debt collection, 1011467, Cont'd attempts collect debt not owed, 
OH, Mortgage, 1010737, Settlement process and costs, 
OH, Payday loan, 1010395, Received a loan I didn't apply for, 
OH, Debt collection, 1010406, Taking/threatening an illegal action, 
OH, Bank account or service, 1008953, Deposits and withdrawals, 
OH, Debt collection, 1008975, Communication tactics, 
OH, Mortgage, 1009014, Credit decision / Underwriting, 
OH, Debt collection, 1008860, Cont'd attempts collect debt not owed, 
OH, Credit reporting, 1008919, Incorrect information on credit report, 
OH, Credit card, 1008755, Credit determination, 
OH, Credit reporting, 1008728, Incorrect information on credit report, 
OH, Credit card, 1008737, Billing disputes, 
OH, Debt collection, 1008733, Communication tactics, 
OH, Credit card, 1008765, Billing disputes, 
OH, Credit card, 1007346, APR or interest rate, 
OH, Money transfers, 1008914, Fraud or scam, 
OH, Consumer loan, 1007283, Managing the loan or lease, 
OH, Debt collection, 1007521, Improper contact or sharing of info, 
OH, Credit reporting, 1007851, Improper use of my credit report, 
OH, Credit reporting, 1007850, Improper use of my credit report, 
OH, Credit reporting, 1007852, Improper use of my credit report, 
OH, Credit reporting, 1008493, Incorrect information on credit report, 
OH, Credit card, 1008654, Identity theft / Fraud / Embezzlement, 
OH, Debt collection, 1005032, Communication tactics, 
OH, Debt collection, 1005031, Communication tactics, 
OH, Debt collection, 1005777, Cont'd attempts collect debt not owed, 
OH, Consumer loan, 1005711, Taking out the loan or lease, 
OH, Debt collection, 1005776, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1006044, Cont'd attempts collect debt not owed, 
OH, Credit card, 1006144, APR or interest rate, 
OH, Student loan, 1006225, Can't repay my loan, 
OH, Debt collection, 1006332, Improper contact or sharing of info, 
OH, Credit card, 1002956, Billing disputes, 
OH, Debt collection, 1002979, Communication tactics, 
OH, Debt collection, 1003188, Improper contact or sharing of info, 
OH, Credit reporting, 1004283, Unable to get credit report/credit score, 
OH, Debt collection, 1004630, Cont'd attempts collect debt not owed, 
OH, Debt collection, 1004914, Taking/threatening an illegal action, 
OH, Debt collection, 1004913, Taking/threatening an illegal action, 
OH, Debt collection, 1003678, Improper contact or sharing of info, 
OH, Consumer loan, 1005351, Taking out the loan or lease, 
OH, Credit reporting, 1003669, Incorrect information on credit report, 
OH, Payday loan, 1003638, Charged fees or interest I didn't expect, 
OH, Credit reporting, 1003668, Incorrect information on credit report, 
OH, Credit reporting, 1003670, Incorrect information on credit report, 
OH, Credit card, 1003699, APR or interest rate, 
OH, Debt collection, 1003938, Cont'd attempts collect debt not owed, 
OH, Payday loan, 1003953, Charged fees or interest I didn't expect, 
OH, Credit card, 1002111, Application processing delay, 
